Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.9728316972378,0.9902249418151665,-0.008261865371689145,-0.025439101830243782,-0.03090371444620026,-0.9108493420925835,0.15184954776085918
0.9731881044321393,0.9902137180345817,-0.008586161655676182,-0.02538396856830543,-0.032078073859290374,-0.9089478907506352,0.1575268344193266
0.9735460204585699,0.9902020267456519,-0.008911137577281028,-0.02532657341921004,-0.03325055294367493,-0.9069756250020673,0.16318425221144794
0.9739054876205389,0.9901898636771779,-0.009236800208182313,-0.025266899596049573,-0.034421010530442185,-0.9049327951279453,0.1688207072362782
0.9742665477070539,0.9901772244878794,-0.009563155666865997,-0.02520493017582713,-0.035589302511678696,-0.9028196801222776,0.17443509296591425
0.9746292426135508,0.9901641047484459,-0.00989020967658761,-0.025140648015979324,-0.036755283974864696,-0.9006365847953812,0.1800263008598898
0.9749936137214981,0.9901504999663362,-0.010217967000842711,-0.02507403588056835,-0.03791880731582981,-0.8983838439951147,0.18559321164610726
0.9753597020675756,0.990136405584081,-0.010546431595377328,-0.025005076436422833,-0.03907972293429416,-0.8960618223211546,0.1911346990565906
0.9757275486302401,0.9901218169716954,-0.010875606863717583,-0.0249337522205714,-0.04023788028362821,-0.8936709128498594,0.1966496352243265
0.976097193806255,0.9901067294506474,-0.0112054951874245,-0.02486004576198553,-0.041393126365656216,-0.8912115409941002,0.20213688390561915
0.9764686778100504,0.9900911382822031,-0.011536098284968169,-0.02478393952898752,-0.04254530715670777,-0.8886841624401287,0.20759530770081755
0.9768420405647406,0.9900750386752241,-0.011867417115058175,-0.024705415971779013,-0.04369426742538689,-0.8860892642347507,0.21302376760240213
0.9772173214178117,0.9900584258025823,-0.012199451627527112,-0.024624457606776326,-0.044839850038623584,-0.8834273671671037,0.21842112016894374
0.9775945593511705,0.9900412947967895,-0.012532200955062696,-0.024541046999368064,-0.045981896806795396,-0.8806990247141419,0.2237862219969166
